ID,GENDER,CUSTOMER_RISK_STATUS,INDUSTRY,RESIDENCE,CUSTOMER_STATUS,SEGMENT,BRANCH,PROMISE_SUCCESS,OUTCOME,TIME_STAMP,ACTIVITY,VERSION_NUMBER,GROUP_NAME,DELINQUENCY_STRING,DELINQUENT_STATUS,DAO_AREA,LOAN_STATUS,REPAY_FREQUENCY,REPAY_CURRENCY,LOAN_TYPE,STAGE
347031,FEMALE,A5,4025,KE,"NORMAL CLIENT","PERSONAL BANKING","ELDORET BRANCH, ELDORET",NO,PTP,"2021-04-07 16:00",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
347085,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,PTP,"2021-04-12 09:58",EMAIL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",EXPIRED,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
347090,FEMALE,A5,1835,KE,"NORMAL CLIENT","PERSONAL BANKING","ROSSLYN RIVIERA BRANCH",NO,PTP,"2021-03-15 12:29",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",PENDING.CLOSURE,"e0Y e1M e0W o19D e0F",KES,"LOAN - ASSET FINANCE",NULL
347230,FEMALE,B9,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","VILLAGE MARKET BRANCH, NAIROBI",NO,NONE,"2021-10-08 18:06:12",NONE,1,HP,"PERSONAL BANKING",B9,"GOLD BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
347466,MALE,B9,1265,KE,"NORMAL CLIENT","PERSONAL BANKING","NAKURU BRANCH",NO,NONE,"2021-10-08 18:06:12",NONE,1,HP,"PERSONAL BANKING",B9,"GO BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
347544,MALE,A5,3405,KE,"NORMAL CLIENT","PERSONAL BANKING","CIATA MALL BRANCH",NO,NONE,"2020-11-12 15:26",NONE,1,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CLOSE,"e0Y e1M e0W o5D e0F",KES,,NULL
347943,MALE,A5,3250,KE,"NORMAL CLIENT","PERSONAL BANKING","NANYUKI BRANCH",NO,PTP,"2021-01-28 12:06",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CLOSE,"e0Y e1M e0W o5D e0F",KES,,NULL
348058,MALE,A5,1845,KE,"NORMAL CLIENT","PERSONAL BANKING","BURU BURU BRANCH",NO,"Un-REACHABLE RPO","2020-11-04 10:43",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
348506,MALE,A5,1235,KE,"NORMAL CLIENT","PERSONAL BANKING","NAKURU BRANCH",NO,RESTRUCTURE,"2020-11-23 15:54",CALL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",NULL
348548,MALE,A5,1265,KE,"NORMAL CLIENT","PERSONAL BANKING","KISII BRANCH",NO,PTP,"2021-01-27 12:59",EMAIL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",NULL
348666,MALE,B11,1880,KE,"NORMAL CLIENT","PERSONAL BANKING","NAKURU BRANCH",NO,RESTRUCTURE,"2020-11-24 12:10",CALL,NULL,HP,"PERSONAL BANKING",B11,"CREDIT COLLECTIONS",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
348671,MALE,A5,3250,KE,"NORMAL CLIENT","PERSONAL BANKING","KISUMU BRANCH",NO,PTP,"2021-02-19 08:47",EMAIL,1,HP,"PERSONAL BANKING",A5,"BUSINESS BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
348718,MALE,A5,3240,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,NONE,"2020-11-12 15:26:43",NONE,1,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
348749,FEMALE,A5,4440,KE,"NORMAL CLIENT","PERSONAL BANKING","VILLAGE MARKET BRANCH, NAIROBI",NO,PTP,"2021-04-12 15:33",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
348816,FEMALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","RONGAI BRANCH",NO,PTP,"2021-03-19 16:14",EMAIL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
348972,MALE,B9,3605,KE,"NORMAL CLIENT","PERSONAL BANKING","GALLERIA MALL, NAIROBI",NO,NONE,"2021-10-08 18:06:12",NONE,1,HP,"PERSONAL BANKING",B9,"GO BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
349180,MALE,B9,2805,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,NONE,"2020-11-12 15:26:46",NONE,1,HP,"PERSONAL BANKING",B9,"GO BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
349427,MALE,A5,3478,KE,"NORMAL CLIENT","PERSONAL BANKING","PRESTIGE BRANCH",NO,PTP,"2021-06-03 11:13",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
349511,FEMALE,A5,3205,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,PTP,"2021-05-04 15:58:03",CALL,2,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
349540,FEMALE,A5,2110,KE,"NORMAL CLIENT","PERSONAL BANKING","SAMEER PARK BRANCH",NO,RESTRUCTURE,"2020-10-16 16:00",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
349636,MALE,A5,3025,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,PTP,"2021-01-20 09:48",EMAIL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
349691,MALE,A5,1265,KE,"NORMAL CLIENT","PERSONAL BANKING","EMBAKASI BRANCH",NO,RESTRUCTURE,"2021-02-19 12:45",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CLOSE,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",NULL
349845,MALE,A5,2810,KE,"NORMAL CLIENT","PERSONAL BANKING","ABC BRANCH",NO,PTP,"2020-10-05 15:21",CALL,NULL,HP,"PERSONAL BANKING",A5,"PLATINUM BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",NULL
349885,MALE,A5,2410,KE,"NORMAL CLIENT","PERSONAL BANKING","MACHAKOS BRANCH, MACHAKOS",NO,"Un-REACHABLE RPO","2020-10-19 10:52",CALL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
350118,MALE,A5,3250,KE,"NORMAL CLIENT","PERSONAL BANKING","KITENGELA BRANCH",NO,PTP,"2021-03-04 09:29",EMAIL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
350632,FEMALE,A5,1835,KE,"NORMAL CLIENT","PERSONAL BANKING","RONGAI BRANCH",NO,PTP,"2021-04-08 14:22",CALL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
350650,MALE,A5,1830,KE,"NORMAL CLIENT","PERSONAL BANKING","NAKURU BRANCH",NO,RESTRUCTURE,"2021-02-26 09:20",CALL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
350674,MALE,A5,3025,KE,"NORMAL CLIENT","PERSONAL BANKING","VILLAGE MARKET BRANCH, NAIROBI",NO,PTP,"2021-03-03 11:41",CALL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",PENDING.CLOSURE,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",NULL
350801,MALE,B9,3250,KE,"NORMAL CLIENT","PERSONAL BANKING","THIKA ROAD MALL BRANCH",NO,PTP,"2021-04-28 12:10",CALL,NULL,HP,"PERSONAL BANKING",B9,"GOLD BANKING",CLOSE,"e0Y e1M e0W e0D e0F",KES,,NULL
350953,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,NONE,"2020-11-12 15:26",NONE,1,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",NULL
350962,MALE,B9,1420,KE,"NORMAL CLIENT","PERSONAL BANKING","KISUMU BRANCH",NO,NONE,"2021-10-08 18:06:12",NONE,1,HP,"PERSONAL BANKING",B9,"BUSINESS BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
351004,MALE,A5,2220,KE,"NORMAL CLIENT","PERSONAL BANKING","NKURUMAH BRANCH",NO,NONE,"2020-11-12 15:26:46",NONE,1,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
351335,MALE,B20,2410,KE,"NORMAL CLIENT","PERSONAL BANKING","MACHAKOS BRANCH, MACHAKOS",NO,NULL,"2021-04-14 16:27:29",NULL,4211,HP,"PERSONAL BANKING",B20,"CREDIT COLLECTIONS",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
351338,FEMALE,A5,3435,KE,"NORMAL CLIENT","PERSONAL BANKING","PRESTIGE BRANCH",NO,PTP,"2021-03-17 15:28",EMAIL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",NULL
351347,FEMALE,A5,2120,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,PTP,"2021-01-07 12:04",EMAIL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",NULL
351359,MALE,A5,4625,KE,"NORMAL CLIENT","PERSONAL BANKING","UPPER HILL BRANCH, NAIROBI",NO,PTP,"2021-01-20 09:46",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CLOSE,"e0Y e1M e0W o5D e0F",KES,,NULL
351384,MALE,A5,2410,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,PTP,"2021-04-12 09:21",EMAIL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",NULL
351395,MALE,A5,3490,KE,"NORMAL CLIENT","PERSONAL BANKING","VILLAGE MARKET BRANCH, NAIROBI",NO,PTP,"2021-01-04 10:52",EMAIL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CLOSE,"e0Y e1M e0W o25D e0F",KES,,NULL
351552,FEMALE,A5,3250,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,PTP,"2020-11-30 11:22",CALL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
351723,MALE,B9,3250,KE,"NORMAL CLIENT","PERSONAL BANKING","KITENGELA BRANCH",NO,PTP,"2021-01-04 08:29:14",EMAIL,1,HP,"PERSONAL BANKING",B9,"GO BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
352042,MALE,B11,2405,KE,"NORMAL CLIENT","PERSONAL BANKING","KITALE BRANCH",NO,RESTRUCTURE,"2020-10-13 12:50",CALL,NULL,HP,"PERSONAL BANKING",B11,"CREDIT COLLECTIONS",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
352115,MALE,B9,3250,KE,"NORMAL CLIENT","PERSONAL BANKING","KITENGELA BRANCH",NO,NONE,"2021-10-08 18:06:12",NONE,1,HP,"PERSONAL BANKING",B9,"GOLD BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
352125,MALE,A5,4430,KE,"NORMAL CLIENT","PERSONAL BANKING","KENYATTA AVENUE",NO,PTP,"2020-12-01 16:16",EMAIL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
352295,FEMALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","SAMEER PARK BRANCH",NO,NONE,"2020-11-12 15:26",NONE,1,HP,"PERSONAL BANKING",A5,"GO BANKING",CLOSE,"e0Y e1M e0W o5D e0F",KES,,NULL
352332,MALE,B9,4235,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,NONE,"2021-10-08 18:06:12",NONE,1,HP,"PERSONAL BANKING",B9,"GO BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
352413,FEMALE,A5,3420,KE,"NORMAL CLIENT","PERSONAL BANKING","PRESTIGE BRANCH",NO,PTP,"2021-01-18 14:25",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
352697,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","KILIMANI BRANCH",NO,PTP,"2021-04-22 15:35",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o9D e0F",KES,"LOAN - ASSET FINANCE",NULL
353696,MALE,A5,2815,KE,"NORMAL CLIENT","PERSONAL BANKING","KENYATTA AVENUE",NO,RESTRUCTURE,"2020-10-16 11:38",CALL,1,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CLOSE,"e0Y e1M e0W o9D e0F",KES,,NULL
353799,MALE,A5,4805,KE,"NORMAL CLIENT","PERSONAL BANKING","RIVERSIDE BRANCH",NO,PTP,"2021-05-18 16:43:52",CALL,2,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
353938,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","KISII BRANCH",NO,PTP,"2021-04-21 12:08",CALL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o21D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
355587,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,PTP,"2021-04-22 15:17",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CLOSE,"e0Y e1M e0W o9D e0F",KES,"LOAN - ASSET FINANCE",NULL
355887,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,PTP,"2020-12-01 08:30",EMAIL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CLOSE,"e0Y e1M e0W o27D e0F",KES,,NULL
356062,MALE,B11,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","NAKURU BRANCH",NO,RESTRUCTURE,"2020-10-19 16:30",CALL,NULL,HP,"PERSONAL BANKING",B11,"CREDIT COLLECTIONS",PENDING.CLOSURE,"e0Y e1M e0W o23D e0F",KES,"LOAN - ASSET FINANCE",NULL
356236,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","HARAMBEE BRANCH",YES,Un-REACHABLE,"2020-10-14 10:26",CALL,NULL,HP,"PERSONAL BANKING",A5,"PLATINUM BANKING",CLOSE,"e0Y e1M e0W o5D e0F",KES,,NULL
356358,MALE,A5,3250,KE,"NORMAL CLIENT","PERSONAL BANKING","KISII BRANCH",NO,PTP,"2020-12-02 11:58",EMAIL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CLOSE,"e0Y e1M e0W o8D e0F",KES,"LOAN - ASSET FINANCE",NULL
357011,MALE,B11,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","NAKURU BRANCH",NO,RESTRUCTURE,"2020-10-16 15:06",CALL,1,HP,"PERSONAL BANKING",B11,"CREDIT COLLECTIONS",CLOSE,"e0Y e1M e0W o15D e0F",KES,"LOAN - ASSET FINANCE",NULL
357314,MALE,A5,4260,KE,Deceased,"PERSONAL BANKING","HARAMBEE BRANCH",NO,RESTRUCTURE,"2021-02-09 09:59",CALL,1,HP,"PERSONAL BANKING",A5,"SME BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",NULL
357530,MALE,B9,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","NAKURU BRANCH",NO,RESTRUCTURE,"2020-10-14 09:29:45",CALL,1,HP,"PERSONAL BANKING",B9,"GO BANKING",CURRENT,"e0Y e1M e0W o22D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
357639,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","ABC BRANCH",NO,RESTRUCTURE,"2021-01-20 15:24",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CLOSE,"e0Y e1M e0W o21D e0F",KES,,NULL
358076,FEMALE,B11,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,RESTRUCTURE,"2020-11-06 10:40",CALL,NULL,HP,"PERSONAL BANKING",B11,"CREDIT COLLECTIONS",CLOSE,"e0Y e1M e0W o12D e0F",KES,"LOAN - ASSET FINANCE",NULL
358226,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,RESTRUCTURE,"2021-01-18 08:29",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CLOSE,"e0Y e1M e0W o14D e0F",KES,,NULL
358296,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","BURU BURU BRANCH",YES,RESTRUCTURE,"2020-10-19 10:06",CALL,1,HP,"PERSONAL BANKING",A5,"GO BANKING",CLOSE,"e0Y e1M e0W o18D e0F",KES,,NULL
358448,FEMALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","NAKURU BRANCH",NO,PTP,"2021-03-04 11:03",EMAIL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o17D e0F",KES,"LOAN - ASSET FINANCE",NULL
358677,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,PTP,"2021-02-26 09:44",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",NULL
358792,FEMALE,A5,2410,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,PTP,"2021-03-11 11:14",CALL,1,HP,"PERSONAL BANKING",A5,"GO BANKING",CLOSE,"e0Y e1M e0W o5D e0F",KES,,NULL
359042,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,PTP,"2021-03-19 16:24",EMAIL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",NULL
359138,FEMALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","UPPER HILL BRANCH, NAIROBI",NO,PTP,"2021-02-12 12:16",EMAIL,1,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o4D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
359271,MALE,A5,2110,KE,"NORMAL CLIENT","PERSONAL BANKING","THIKA ROAD MALL BRANCH",NO,RESTRUCTURE,"2021-01-18 09:53",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CLOSE,"e0Y e1M e0W o10D e0F",KES,"LOAN - ASSET FINANCE",NULL
361745,MALE,A5,3250,KE,"NORMAL CLIENT","PERSONAL BANKING","KISII BRANCH",NO,NONE,"2021-10-08 18:06:12",NONE,1,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
361869,FEMALE,B9,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","KITENGELA BRANCH",NO,PTP,"2020-12-17 16:25:46",EMAIL,2,CORMMERCIAL,"PERSONAL BANKING",B9,"GO BANKING",CURRENT,"e0Y e1M e0W o10D e0F",KES,"LOAN - MORTGAGE",NULL
362090,FEMALE,A5,4805,KE,"NORMAL CLIENT","PERSONAL BANKING","ABC BRANCH",NO,RESTRUCTURE,"2020-11-19 09:28",CALL,NULL,HP,"PERSONAL BANKING",A5,"CREDIT COLLECTIONS",CLOSE,"e0Y e1M e0W o21D e0F",KES,,NULL
362178,MALE,A5,2410,KE,"NORMAL CLIENT","PERSONAL BANKING","KISII BRANCH",NO,PTP,"2021-01-08 11:08",EMAIL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CLOSE,"e0Y e1M e0W o23D e0F",KES,,NULL
362270,MALE,A5,3479,KE,"NORMAL CLIENT","PERSONAL BANKING","NAKURU BRANCH",NO,PTP,"2021-04-16 15:24",CALL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o7D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
362426,MALE,A5,2405,KE,"NORMAL CLIENT","PERSONAL BANKING","JUNCTION BRANCH",NO,RESTRUCTURE,"2020-11-16 09:24",CALL,1,HP,"PERSONAL BANKING",A5,"GO BANKING",CLOSE,"e0Y e1M e0W o26D e0F",KES,,NULL
362492,FEMALE,B9,3477,KE,"NORMAL CLIENT","PERSONAL BANKING","THIKA ROAD MALL BRANCH",NO,NONE,"2021-10-08 18:06:12",NONE,1,HP,"PERSONAL BANKING",B9,"PLATINUM BANKING",CURRENT,"e0Y e1M e0W o6D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
362502,MALE,A5,1845,KE,Deceased,"PERSONAL BANKING","NCBA HOUSE",NO,NONE,"2021-10-08 18:06:12",NONE,1,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
362512,MALE,A5,3250,KE,"NORMAL CLIENT","PERSONAL BANKING","JUNCTION BRANCH",NO,RESTRUCTURE,"2020-10-14 08:54",CALL,1,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o18D e0F",KES,"LOAN - ASSET FINANCE",NULL
362642,MALE,A5,3020,KE,"NORMAL CLIENT","PERSONAL BANKING","NCBA HOUSE",NO,RESTRUCTURE,"2020-11-18 13:12",CALL,NULL,HP,"PERSONAL BANKING",A5,"CREDIT COLLECTIONS",CLOSE,"e0Y e1M e0W o23D e0F",KES,,NULL
362729,MALE,A5,2410,KE,"NORMAL CLIENT","PERSONAL BANKING","KISII BRANCH",NO,RESTRUCTURE,"2020-10-12 15:29",CALL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
362747,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","KISUMU BRANCH",NO,RESTRUCTURE,"2020-11-10 11:12",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CLOSE,"e0Y e1M e0W o16D e0F",KES,,NULL
363573,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","KAREN OFFICE PARK",NO,PTP,"2021-04-15 11:12",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",NULL
363666,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","KISUMU BRANCH",NO,PTP,"2021-05-26 09:08",CALL,NULL,HP,"PERSONAL BANKING",A5,"SME BANKING",CURRENT,"e0Y e1M e0W o17D e0F",KES,"LOAN - ASSET FINANCE",NULL
363770,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","CIATA MALL BRANCH",NO,PTP,"2021-04-12 15:42",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o5D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
363928,MALE,A5,2410,KE,"NORMAL CLIENT","PERSONAL BANKING","CITY CENTRE BRANCH",NO,PTP,"2021-01-27 11:56",EMAIL,1,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",NULL
364591,MALE,A5,4205,KE,"CLOSED ACCOUNT","PERSONAL BANKING","HARAMBEE BRANCH",NO,PTP,"2021-04-19 11:48",CALL,5,HP,"PERSONAL BANKING",A5,"GO BANKING",CLOSE,"e0Y e1M e0W o29D e0F",KES,,NULL
364724,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","NAKURU BRANCH",NO,RESTRUCTURE,"2020-10-16 15:09",CALL,NULL,HP,"PERSONAL BANKING",A5,"GOLD BANKING",CURRENT,"e0Y e1M e0W o10D e0F",KES,"LOAN - ASSET FINANCE",NULL
364737,FEMALE,A5,3025,KE,"NORMAL CLIENT","PERSONAL BANKING","THIKA ROAD MALL BRANCH",NO,RESTRUCTURE,"2020-11-18 11:10",CALL,NULL,HP,"PERSONAL BANKING",A5,"GO BANKING",CLOSE,"e0Y e1M e0W o22D e0F",KES,,NULL
364976,MALE,A5,4260,KE,"NORMAL CLIENT","PERSONAL BANKING","CITY CENTRE BRANCH",NO,PTP,"2021-03-22 10:15:55",CALL,1,HP,"PERSONAL BANKING",A5,"GO BANKING",CURRENT,"e0Y e1M e0W o17D e0F",KES,"LOAN - ASSET FINANCE",COLLECTION
366026,MALE,B10,2810,KE,"NORMAL CLIENT","PERSONAL BANKING","CITY CENTRE BRANCH",NO,PTP,"2021-03-16 16:33",CALL,NULL,HP,"PERSONAL BANKING",B10,"CREDIT COLLECTIONS",CURRENT,"e0Y e1M e0W o25D e0F",KES,"LOAN - ASSET FINANCE",REPOSSESSION
